CharacterName|WikiLink
Momolu Wotorson|Momolu_Wotorson
Bowman Wright's father|Bowman_Wright%27s_father
Josef Wronski|Josef_Wronski
Bonawentura Wójcik|Bonawentura_W%C3%B3jcik
Georgios Xenakis|Georgios_Xenakis
J. B. Yabsley|J._B._Yabsley
Yarwood|Yarwood
David Yates (in-universe)|David_Yates_(in-universe)
Ye Olde Curiosity Shop shopkeeper|Ye_Olde_Curiosity_Shop_shopkeeper
Andy Young|Andy_Young
M. Young|M._Young
Ladislaw Zamojski|Ladislaw_Zamojski
Georgi Zdravko|Georgi_Zdravko
Alonzo Zema|Alonzo_Zema
Zeph Salvage|Zeph_Salvage
Lev Zograf|Lev_Zograf
Zonko|Zonko
Zoo director|Zoo_director
Sinistra|Sinistra
Sirius Black's barn owl|Sirius_Black%27s_barn_owl
Sirius Black's owl|Sirius_Black%27s_owl
Skye Parkin's cousin|Skye_Parkin%27s_cousin
Snowy|Snowy
Faris Spavin's secretary|Faris_Spavin%27s_secretary
Spellman|Spellman
Stark|Stark
Stormswift|Stormswift
Sybill Trelawney's cat|Sybill_Trelawney%27s_cat
Temeritus Shanks's owl|Temeritus_Shanks%27s_owl
The Toad|The_Toad
Transylvanian Head of Magical Cooperation|Transylvanian_Head_of_Magical_Cooperation
Tufty|Tufty
Tut|Tut
Twinkle|Twinkle
Unidentified 1984-1985 Defence Against the Dark Arts teacher|Unidentified_1984-1985_Defence_Against_the_Dark_Arts_teacher
Unidentified 1986-1987 Defence Against the Dark Arts teacher|Unidentified_1986-1987_Defence_Against_the_Dark_Arts_teacher
Unidentified 1987-1988 Defence Against the Dark Arts teacher|Unidentified_1987-1988_Defence_Against_the_Dark_Arts_teacher
Unidentified 1989-1990 Defence Against the Dark Arts teacher|Unidentified_1989-1990_Defence_Against_the_Dark_Arts_teacher
Unidentified Aurors|Unidentified_Aurors
Unidentified Ballycastle Bats Chaser|Unidentified_Ballycastle_Bats_Chaser
Unidentified chestnut-coloured hippogriff|Unidentified_chestnut-coloured_hippogriff
Unidentified creature|Unidentified_creature
Unidentified crow|Unidentified_crow
Unidentified ghost horse (II)|Unidentified_ghost_horse_(II)
Unidentified goblin philosopher|Unidentified_goblin_philosopher
Unidentified Hogwarts librarian|Unidentified_Hogwarts_librarian
Unidentified house-elf near the Hogwarts kitchens|Unidentified_house-elf_near_the_Hogwarts_kitchens
Unidentified members of the Accidental Magic Reversal Squad|Unidentified_members_of_the_Accidental_Magic_Reversal_Squad
Unidentified radio presenter|Unidentified_radio_presenter
Vampire in Minsk|Vampire_in_Minsk
Visitor of the Three Broomsticks Inn|Visitor_of_the_Three_Broomsticks_Inn
F. Wakefield|F._Wakefield
L. Wakefield (wizard)|L._Wakefield_(wizard)
J. Ward|J._Ward
Weasleys' Puffskein|Weasleys%27_Puffskein
C. Williamsum|C._Williamsum
Wiseacre|Wiseacre
Wool|Wool
Erie Yenning|Erie_Yenning
R. Almeidas|R._Almeidas
M. Carneirus (British)|M._Carneirus_(British)
Daily Prophet chief sports writer|Daily_Prophet_chief_sports_writer
A. Fenetre|A._Fenetre
E. Limaria|E._Limaria
L. Limuria|L._Limuria
Paper-owl|Paper-owl
Kikis Trecus|Kikis_Trecus
Follo|Follo
Fractcumulus|Fractcumulus
Frantielo|Frantielo
Hadkiss|Hadkiss
Head Curse-Breaker|Head_Curse-Breaker
Head Goblin (title)|Head_Goblin_(title)
Nimbley|Nimbley
Nimbostratus|Nimbostratus
Rabat|Rabat
Willowborough|Willowborough
Astronomy department|Astronomy_department
Charms Master|Charms_Master
Head of House|Head_of_House
Hogwarts Caretaker|Hogwarts_Caretaker
Keeper of Keys and Grounds|Keeper_of_Keys_and_Grounds
Hogwarts Headmaster|Hogwarts_Headmaster
Portrait of a bearded man holding a book|Portrait_of_a_bearded_man_holding_a_book
Unidentified Sleeping Headmistress with Wand|Unidentified_Sleeping_Headmistress_with_Wand
Potions Master|Potions_Master
Knight Bus conductor|Knight_Bus_conductor
Knight Bus driver|Knight_Bus_driver
Investigative Team|Investigative_Team
President of the Magical Congress of the United States of America|President_of_the_Magical_Congress_of_the_United_States_of_America
Apparition Instructor|Apparition_Instructor
Minister for Magic|Minister_for_Magic
D. Dussal|D._Dussal
Executioner|Executioner
Obliviator Headquarters|Obliviator_Headquarters
Obliviator|Obliviator
Unidentified Obliviator|Unidentified_Obliviator
Unidentified Council of Magical Law member|Unidentified_Council_of_Magical_Law_member
Hit Wizard|Hit_Wizard
Arthur Weasley's ten unidentified subordinates|Arthur_Weasley%27s_ten_unidentified_subordinates
Unidentified Ministry of Magic Wizengamot Member (I)|Unidentified_Ministry_of_Magic_Wizengamot_Member_(I)
Unidentified three successive Chief Warlocks of the Wizengamot|Unidentified_three_successive_Chief_Warlocks_of_the_Wizengamot
Unspeakable|Unspeakable
Director of the Investigation Department and Ministry Police|Director_of_the_Investigation_Department_and_Ministry_Police
Minas|Minas
Advisor to the Minister for Magic|Advisor_to_the_Minister_for_Magic
Exotic Symbol Analyst|Exotic_Symbol_Analyst
Head of the Muggle-Born Registration Commission|Head_of_the_Muggle-Born_Registration_Commission
Junior Assistant to the Minister for Magic|Junior_Assistant_to_the_Minister_for_Magic
Minister for Magic and Support Staff|Minister_for_Magic_and_Support_Staff
Senior Undersecretary to the Minister for Magic|Senior_Undersecretary_to_the_Minister_for_Magic
Special Advisor for Elf Legislation|Special_Advisor_for_Elf_Legislation
Squeaky-voiced Ministry of Magic employee|Squeaky-voiced_Ministry_of_Magic_employee
F. L. Wakefield|F._L._Wakefield
Ollivander family|Ollivander_family
E. Lamb|E._Lamb
Behforooz|Behforooz
Turner|Turner
Bodrig the Boss-Eyed|Bodrig_the_Boss-Eyed
Bodrod the Bearded|Bodrod_the_Bearded
Arithmancer|Arithmancer
Nash|Nash
L. Wakefield (Muggle)|L._Wakefield_(Muggle)
E. Lima|E._Lima
Hogwarts Gobstones Team|Hogwarts_Gobstones_Team
Beater|Beater
Pringle|Pringle
Quidditch Captain|Quidditch_Captain
Chaser|Chaser
Elodie Dembélé|Elodie_Demb%C3%A9l%C3%A9
Keeper|Keeper
Cybèle Peltier|Cyb%C3%A8le_Peltier
Seeker|Seeker
Wakefield (Quidditch player)|Wakefield_(Quidditch_player)
Auror|Auror
W. Linden|W._Linden
Ortiz O'Flaherty|Ortiz_O%27Flaherty
Irsis Pius|Irsis_Pius
Bounty hunter|Bounty_hunter
Barker (wizard)|Barker_(wizard)
Broom-maker|Broom-maker
Flyte|Flyte
Picture of drunk monks|Picture_of_drunk_monks
S.J. Bernstein|S.J._Bernstein
Garrice|Garrice
Sonnleitner|Sonnleitner
Thomson|Thomson
M. Voltolini|M._Voltolini
Bolandi|Bolandi
Queenbee|Queenbee
Tamsin|Tamsin
TongueBurners Ltd|TongueBurners_Ltd
Dale Donahue|Dale_Donahue
Curse-Breaker|Curse-Breaker
Troupe of dancing skeletons|Troupe_of_dancing_skeletons
Adam John Blendick|Adam_John_Blendick
Carneiro Players|Carneiro_Players
Matelot|Matelot
Lima|Lima
Mina|Mina
Lamb & Neal|Lamb_%26_Neal
Magician|Magician
Big Mic|Big_Mic
The Bent-Winged Snitches|The_Bent-Winged_Snitches
The Blair Girls|The_Blair_Girls
Coldplay|Coldplay
Dollis Chamber Ensemble|Dollis_Chamber_Ensemble
Fred Baille & Co.|Fred_Baille_%26_Co.
Frog Choir|Frog_Choir
Gorillaz|Gorillaz
The Hobgoblins|The_Hobgoblins
Hogsmeade choir|Hogsmeade_choir
Hogwarts orchestra|Hogwarts_orchestra
Joe Sez No (band)|Joe_Sez_No_(band)
Nick Cave and the Bad Seeds|Nick_Cave_and_the_Bad_Seeds
Not Quite Right Opera Company|Not_Quite_Right_Opera_Company
The Ordinary Boys|The_Ordinary_Boys
The Quint Trio|The_Quint_Trio
The Rhythmic Runes|The_Rhythmic_Runes
The Shadow Men|The_Shadow_Men
Spellbound (group)|Spellbound_(group)
Team Calamity|Team_Calamity
The Value Engineers|The_Value_Engineers
Winter Parker Orchestra|Winter_Parker_Orchestra
Zombie Ghost Train|Zombie_Ghost_Train
Weird Sisters|Weird_Sisters
Musician|Musician
Groundskeeper at the Chudley Cannons' training ground|Groundskeeper_at_the_Chudley_Cannons%27_training_ground
Art historian|Art_historian
House-elves at the 1994 Quidditch World Cup|House-elves_at_the_1994_Quidditch_World_Cup
Part elf|Part_elf
Tiny Trotters|Tiny_Trotters
Yumbo|Yumbo
Garvin Lügner|Garvin_L%C3%BCgner
A. Criddle|A._Criddle
E. Dingbat|E._Dingbat
Jamie Wolpert (journalist)|Jamie_Wolpert_(journalist)
Karkaroff’s Aide|Karkaroff%E2%80%99s_Aide
Theoretician|Theoretician
S. Redler|S._Redler
Dentist|Dentist
Surgical and Dental operator|Surgical_and_Dental_operator
Healer|Healer
Brown|Brown
Police|Police
Chancellor of the Exchequer|Chancellor_of_the_Exchequer
Junior minister|Junior_minister
Minister|Minister
President of the Council of Magic|President_of_the_Council_of_Magic
President of the United States of America|President_of_the_United_States_of_America
Prime Minister|Prime_Minister
Prime Minister (title)|Prime_Minister_(title)
Mazoni|Mazoni
Professor|Professor
Quidditch Commentator|Quidditch_Commentator
Quidditch referee|Quidditch_referee
Astronomer|Astronomer
Herbologist|Herbologist
Dragonologist|Dragonologist
Magizoologist|Magizoologist
Most Extraordinary Society of Potioneers|Most_Extraordinary_Society_of_Potioneers
Potioneer|Potioneer
Griffin|Griffin
Matagot|Matagot
Security troll|Security_troll
Security Warlock|Security_Warlock
Sphinx|Sphinx
Cavalier|Cavalier
Crusader|Crusader
Footman|Footman
Gryffindor Knight|Gryffindor_Knight
House-elf armour|House-elf_armour
Ice Knight|Ice_Knight
Knight|Knight
Paladin|Paladin
Squire|Squire
Swordsman|Swordsman
D. Abramowic|D._Abramowic
Blanchard|Blanchard
Blinkhorn|Blinkhorn
W. Campbell|W._Campbell
L. Caruso|L._Caruso
Concordia|Concordia
M. Dudziac|M._Dudziac
Gable|Gable
Greengrocer|Greengrocer
Hughes|Hughes
Walker (greengrocer)|Walker_(greengrocer)
V. Hahn|V._Hahn
M. N. Hora|M._N._Hora
Janek|Janek
C. D. McLeod|C._D._McLeod
Pelowski|Pelowski
Plunkett|Plunkett
Voclain|Voclain
Winstanley|Winstanley
Cosme Acajor|Cosme_Acajor
Wandmaker|Wandmaker
Shikoba Wolfe|Shikoba_Wolfe
Céléase Lestrange|C%C3%A9l%C3%A9ase_Lestrange
Nozéa Lestrange (née Trouche)|Noz%C3%A9a_Lestrange_(n%C3%A9e_Trouche)
Salomé Lestrange|Salom%C3%A9_Lestrange
Cadmus Peverell's fiancée|Cadmus_Peverell%27s_fianc%C3%A9e
Félicule Lestrange|F%C3%A9licule_Lestrange
Euphraïlde Lestrange|Euphra%C3%AFlde_Lestrange
Half-blood|Half-blood
Half-giant|Half-giant
Half-goblin|Half-goblin
Half-Veela|Half-Veela
Half-breed|Half-breed
Part-troll|Part-troll
Part-vampire|Part-vampire
Muggle-born|Muggle-born
Cassandra's uncle|Cassandra%27s_uncle
Dudley Dursley's opponent for the Junior Heavyweight Inter-School Boxing Championship of the Southeast|Dudley_Dursley%27s_opponent_for_the_Junior_Heavyweight_Inter-School_Boxing_Championship_of_the_Southeast
Hermione Granger's parents|Hermione_Granger%27s_parents
E. Howsom|E._Howsom
J. Murrey|J._Murrey
Non-magic people|Non-magic_people
Rosenbaum|Rosenbaum
Unidentified 2000s Hogwarts student's parents|Unidentified_2000s_Hogwarts_student%27s_parents
E. Wheeler|E._Wheeler
American plumbers|American_plumbers
Muggle at Circus|Muggle_at_Circus
Two unidentified Muggles who saw the Flying Ford Anglia|Two_unidentified_Muggles_who_saw_the_Flying_Ford_Anglia
Unidentified five Muggles who saw the Flying Ford Anglia|Unidentified_five_Muggles_who_saw_the_Flying_Ford_Anglia
Unidentified old tramp|Unidentified_old_tramp
F. Lestrange|F._Lestrange
R. Lestrange|R._Lestrange
Pure-blood|Pure-blood
Society for the Support of Squibs|Society_for_the_Support_of_Squibs
Squib|Squib
Jacob's American relatives|Jacob%27s_American_relatives
Modesty Barebone's biological siblings|Modesty_Barebone%27s_biological_siblings
Dalai Lama|Dalai_Lama
Tibetan Oracles|Tibetan_Oracles
Aimee|Aimee
Barberus Bragge's advisors|Barberus_Bragge%27s_advisors
Chudley Cannons groundskeeper|Chudley_Cannons_groundskeeper
Maximilian Crowdy's children|Maximilian_Crowdy%27s_children
Gerbold Ollivander's three firwood wand customers|Gerbold_Ollivander%27s_three_firwood_wand_customers
Miranda Goshawk's aunts and uncles|Miranda_Goshawk%27s_aunts_and_uncles
Miranda Goshawk's cousins|Miranda_Goshawk%27s_cousins
Paulopabita|Paulopabita
Hardwin Potter's siblings|Hardwin_Potter%27s_siblings
Blishen (wizard)|Blishen_(wizard)
Screaming Bogey of Strathtully|Screaming_Bogey_of_Strathtully
Unidentified German Minister for Magic in 1926|Unidentified_German_Minister_for_Magic_in_1926
Dumbledore family|Dumbledore_family
Peverell brothers|Peverell_brothers
Peverell family|Peverell_family
James and Lily Potter|James_and_Lily_Potter
Potter family|Potter_family
House of Gaunt|House_of_Gaunt
Higglebottom family|Higglebottom_family
Knighton family|Knighton_family
Barebone family|Barebone_family
Blishen family|Blishen_family
Cole family|Cole_family
Cracknell family|Cracknell_family
Creevey family|Creevey_family
Cresswell family|Cresswell_family
Dehoff family|Dehoff_family
Dursley family|Dursley_family
Entwhistle family|Entwhistle_family
Evans family|Evans_family
Finch-Fletchley family|Finch-Fletchley_family
Finnigan family|Finnigan_family
Granger family|Granger_family
Jonker family|Jonker_family
Kowalski family|Kowalski_family
Lockhart family|Lockhart_family
Mason family|Mason_family
McGonagall family|McGonagall_family
Minerva McGonagall's nieces and nephews|Minerva_McGonagall%27s_nieces_and_nephews
Monk family|Monk_family
McGregor family|McGregor_family
Page family|Page_family
Polkiss family|Polkiss_family
Riddle family|Riddle_family
Roberts family|Roberts_family
Shaw family|Shaw_family
Snape family|Snape_family
Steward family|Steward_family
Thomas family|Thomas_family
Vane family|Vane_family
Wakefield family|Wakefield_family
Warren family|Warren_family
Wolpert family|Wolpert_family
Wright family|Wright_family
Stevenson family|Stevenson_family
Alderton family|Alderton_family
Alton family|Alton_family
Alves family|Alves_family
Bagman family|Bagman_family
Bagshot family|Bagshot_family
Belby family|Belby_family
Bell family|Bell_family
Bellchant family|Bellchant_family
Binns family|Binns_family
Bletchley family|Bletchley_family
Bobbin family|Bobbin_family
Bones family|Bones_family
Boot family|Boot_family
Calderon-Boot family|Calderon-Boot_family
Brand family|Brand_family
Broadmoor family|Broadmoor_family
Angus Buchanan's siblings|Angus_Buchanan%27s_siblings
Buchanan family|Buchanan_family
Calderon family|Calderon_family
Carter family|Carter_family
Cattermole family|Cattermole_family
Chang family|Chang_family
Cloke family|Cloke_family
Cloke Mansion|Cloke_Mansion
Cooper family|Cooper_family
Cram family|Cram_family
Davies family|Davies_family
Dawlish family|Dawlish_family
Dedworth family|Dedworth_family
Delacour family|Delacour_family
Denbright family|Denbright_family
Deverill family|Deverill_family
Diggory family|Diggory_family
Dodderidge family|Dodderidge_family
Doge family|Doge_family
Dowson family|Dowson_family
Dumont family|Dumont_family
Aurélie Dumont|Aur%C3%A9lie_Dumont
Edgecombe family|Edgecombe_family
Farley family|Farley_family
Fawcett family|Fawcett_family
Fenwick family|Fenwick_family
Fieldwake family|Fieldwake_family
Flamel family|Flamel_family
Fletcher family|Fletcher_family
Flitwick family|Flitwick_family
Flume family|Flume_family
Fontaine family|Fontaine_family
Fortescue family|Fortescue_family
Fudge family|Fudge_family
Goldstein family|Goldstein_family
Gore family|Gore_family
Goshawk family|Goshawk_family
Graves family|Graves_family
Grimblehawk family|Grimblehawk_family
Gudgeon family|Gudgeon_family
Hagrid family|Hagrid_family
Haywood family|Haywood_family
Higgs family|Higgs_family
Hitchin family|Hitchin_family
Hobday family|Hobday_family
Hopkins family|Hopkins_family
Horton family|Horton_family
Hufflepuff family|Hufflepuff_family
Hyslop family|Hyslop_family
Jacob's family|Jacob%27s_family
Jenkins family|Jenkins_family
Johnson family|Johnson_family
Jorkins family|Jorkins_family
Kettleburn family|Kettleburn_family
Kevin's family|Kevin%27s_family
Khanna family|Khanna_family
Killick family|Killick_family
King family|King_family
Kneen family|Kneen_family
Krum family|Krum_family
Lee family|Lee_family
Levski family|Levski_family
Lima family|Lima_family
Limus family|Limus_family
Loxias's family|Loxias%27s_family
Lupin family|Lupin_family
MacBoon clan|MacBoon_clan
Macdonald family|Macdonald_family
MacFusty clan|MacFusty_clan
Dominique Maestro|Dominique_Maestro
Maestro family|Maestro_family
Marie family|Marie_family
Mather family|Mather_family
Maxime family|Maxime_family
McClivert clan|McClivert_clan
McCormack family|McCormack_family
McLaggen family|McLaggen_family
Midgen family|Midgen_family
Miller family|Miller_family
Mina family|Mina_family
Montague family|Montague_family
Montgomery family|Montgomery_family
Moon family|Moon_family
Morgan family|Morgan_family
Nettles family|Nettles_family
Noel family|Noel_family
O'Brien family|O%27Brien_family
Oddpick family|Oddpick_family
Ogden|Ogden
Ogden family|Ogden_family
Ollerton family|Ollerton_family
Orpington family|Orpington_family
Parkin family|Parkin_family
Walter Parkin's children|Walter_Parkin%27s_children
Patel family|Patel_family
Patil family|Patil_family
Peakes family|Peakes_family
Pettigrew family|Pettigrew_family
Pickering family|Pickering_family
Picquery family|Picquery_family
Plunkett family|Plunkett_family
Po family|Po_family
Podmore family|Podmore_family
Poke family|Poke_family
Beaufort family|Beaufort_family
Blishwick family|Blishwick_family
Brown family|Brown_family
Crabbe family|Crabbe_family
Fleamont family|Fleamont_family
Gage family|Gage_family
Gamp family|Gamp_family
Goyle family|Goyle_family
Kama family|Kama_family
Leroy family|Leroy_family
Lovegood family|Lovegood_family
MacDougal family|MacDougal_family
Moody family|Moody_family
Mulciber family|Mulciber_family
Perrot family|Perrot_family
Potter memorial|Potter_memorial
Prince family|Prince_family
Abbott family|Abbott_family
Avery family|Avery_family
Bulstrode family|Bulstrode_family
Burke family|Burke_family
Carrow family|Carrow_family
Crouch family|Crouch_family
Fawley family|Fawley_family
Marshall and Lucretia Fawley|Marshall_and_Lucretia_Fawley
Flint family|Flint_family
Greengrass family|Greengrass_family
Black Family Tapestry|Black_Family_Tapestry
House of Black|House_of_Black
Break-in of Gringotts Wizarding Bank (1998)|Break-in_of_Gringotts_Wizarding_Bank_(1998)
Doubling Charm|Doubling_Charm
Flagrante Curse|Flagrante_Curse
Gouging Spell|Gouging_Spell
Lestrange Vault|Lestrange_Vault
Thief's Downfall|Thief%27s_Downfall
Lestrange family|Lestrange_family
Céléase Lestrange|C%C3%A9l%C3%A9ase_Lestrange
Euphraïlde Lestrange|Euphra%C3%AFlde_Lestrange
Félicule Lestrange|F%C3%A9licule_Lestrange
Nozéa Lestrange (née Trouche)|Noz%C3%A9a_Lestrange_(n%C3%A9e_Trouche)
Salomé Lestrange|Salom%C3%A9_Lestrange
Sotère Lestrange|Sot%C3%A8re_Lestrange
Nozéa Lestrange|Noz%C3%A9a_Lestrange
Longbottom family|Longbottom_family
Alice and Frank Longbottom|Alice_and_Frank_Longbottom
Macmillan family|Macmillan_family
Malfoy family|Malfoy_family
Nott family|Nott_family
Parkinson family|Parkinson_family
Fabian and Gideon Prewett|Fabian_and_Gideon_Prewett
Rosier family|Rosier_family
Rowle family|Rowle_family
Sacred Twenty-Eight|Sacred_Twenty-Eight
Selwyn family|Selwyn_family
Shacklebolt family|Shacklebolt_family
Shafiq family|Shafiq_family
Slughorn family|Slughorn_family
Travers family|Travers_family
Fred and George Weasley|Fred_and_George_Weasley
Yaxley family|Yaxley_family
Sayre family|Sayre_family
Tremblay family|Tremblay_family
Trouche family|Trouche_family
Urquart family|Urquart_family
Volant family|Volant_family
Pyrites family|Pyrites_family
Quintin family|Quintin_family
Rabnott family|Rabnott_family
Ravenclaw family|Ravenclaw_family
Renshaw family|Renshaw_family
Ross family|Ross_family
Runcorn family|Runcorn_family
Sato family|Sato_family
Scamander family|Scamander_family
Schmidt family|Schmidt_family
Scrimgeour family|Scrimgeour_family
Slinkhard family|Slinkhard_family
Smethwyck family|Smethwyck_family
Smith family|Smith_family
Snowy Owl family|Snowy_Owl_family
Snyde family|Snyde_family
Spudmore family|Spudmore_family
Stretton family|Stretton_family
Stump family|Stump_family
Suzuki family|Suzuki_family
Sykes family|Sykes_family
Tandel family|Tandel_family
Thurkell family|Thurkell_family
Tonks family|Tonks_family
Tremlett family|Tremlett_family
Trigg family|Trigg_family
Tuft family|Tuft_family
Tugwood family|Tugwood_family
Turner family|Turner_family
Tuttle family|Tuttle_family
Twelvetrees family|Twelvetrees_family
Umbridge family|Umbridge_family
Vexmoor family|Vexmoor_family
Vulchanov family|Vulchanov_family
Walker family|Walker_family
Warbeck family|Warbeck_family
The Warlock's family|The_Warlock%27s_family
Warrington family|Warrington_family
Weiss family|Weiss_family
Westenberg family|Westenberg_family
Whittle family|Whittle_family
Wilkins family|Wilkins_family
Wilkinson family|Wilkinson_family
Williams family|Williams_family
Winger family|Winger_family
Wood family|Wood_family
Zabini family|Zabini_family
Flora and Hestia Carrow|Flora_and_Hestia_Carrow
Twins|Twins
Karkaroff’s Aide|Karkaroff%E2%80%99s_Aide
Unidentified Gryffindor girl (1993-1994) (II)|Unidentified_Gryffindor_girl_(1993-1994)_(II)
Unidentified girls in the Gryffindor Girls' Dormitory (1993-1994)|Unidentified_girls_in_the_Gryffindor_Girls%27_Dormitory_(1993-1994)
Unidentified Gryffindor girl (1993-1994) (I)|Unidentified_Gryffindor_girl_(1993-1994)_(I)
Circle of Khanna|Circle_of_Khanna
Category:Dumbledore's Army defectors|Category:Dumbledore%27s_Army_defectors
Head Boy or Girl|Head_Boy_or_Girl
Hatstall|Hatstall
Prefect|Prefect
Compartment C|Compartment_C
Slug Club|Slug_Club
Student assistant|Student_assistant
London Five|London_Five
Dementor who searched Harry Potter's compartment|Dementor_who_searched_Harry_Potter%27s_compartment
Unidentified goblin|Unidentified_goblin
Portrait of a skeleton in a top hat|Portrait_of_a_skeleton_in_a_top_hat
Unidentified portrait in Malfoy Manor (III)|Unidentified_portrait_in_Malfoy_Manor_(III)
Günther the Violent|G%C3%BCnther_the_Violent




